City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,Ondjiva,-17.0667,15.7333,32.04,27,100,1.71,AO,1680959634
356,Touros,-5.1989,-35.4608,29.29,71,99,4.2,BR,1680959345
357,Minab,27.1467,57.0801,28.5,39,93,5.17,IR,1680959634
358,Shakawe,-18.3667,21.85,33.79,20,69,2.65,BW,1680959634
359,Kavaratti,10.5669,72.642,28.26,68,8,0.27,IN,1680959634
360,Gilbues,-9.8317,-45.3439,28.99,51,87,1.56,BR,1680959634
361,Monroe,43.1501,-77.6831,2.79,68,20,2.57,US,1680959634
362,Victor Harbor,-35.5667,138.6167,13.16,72,47,5.69,AU,1680959635
363,Ilhabela,-23.7781,-45.3581,23.2,92,100,1.97,BR,1680959597
364,Santa Marta,11.2408,-74.199,26.13,76,100,1.84,CO,1680959635
365,Charleston,32.7766,-79.9309,12.23,93,100,6.17,US,1680959635
366,Majene,-3.5403,118.9707,26.36,81,56,3.45,ID,1680959635
367,Riyadh,24.6877,46.7219,30.08,21,28,3.63,SA,1680959265
368,Phan Thiet,10.9333,108.1,26.56,84,10,7.17,VN,1680959635
369,Wattegama,6.7989,81.4808,26.23,68,100,2.15,LK,1680959636
370,Te Anau,-45.4167,167.7167,7.33,93,71,0.83,NZ,1680959636
371,Tokur,53.1333,132.9,-9.0,98,45,0.77,RU,1680959636
372,Isangel,-19.55,169.2667,25.88,87,30,1.31,VU,1680959636
373,Sharlyk,52.9167,54.75,6.2,40,0,4.46,RU,1680959636
374,Rehoboth,-23.3167,17.0833,29.17,23,92,9.33,NA,1680959637
375,Danilovka,50.3557,44.1168,11.73,42,14,6.11,RU,1680959637
376,Dalbandin,28.8947,64.4101,25.9,24,99,2.32,PK,1680959637
377,Nizwa,22.9333,57.5333,31.24,19,100,5.67,OM,1680959637
378,Honiara,-9.4333,159.95,26.18,86,66,1.47,SB,1680959637
379,Benguela,-12.5763,13.4055,29.33,73,100,4.79,AO,1680959637
380,Comodoro Rivadavia,-45.8667,-67.5,13.92,30,0,1.03,AR,1680959638
381,Rosetta,31.4044,30.4164,20.21,65,85,10.54,EG,1680959638
382,Topolcani,41.2286,21.4314,11.61,57,92,2.75,MK,1680959638
383,La Union,-5.4,-80.75,26.85,74,71,1.09,PE,1680959638
384,Tura,25.5198,90.2201,24.74,32,92,0.87,IN,1680959638
385,Kazachinskoye,57.6953,93.2761,-4.85,66,100,3.45,RU,1680959638
386,Reconquista,-29.15,-59.65,21.4,54,0,3.22,AR,1680959638
387,San Carlos,9.6612,-68.5827,29.8,47,88,1.57,VE,1680959639
388,Qandala,11.472,49.8728,29.26,66,25,2.72,SO,1680959639
389,Coquimbo,-29.9533,-71.3436,15.85,88,100,1.03,CL,1680959581
390,Villa Carlos Paz,-31.4241,-64.4978,22.44,87,0,0.45,AR,1680959378
391,Vigrestad,58.5667,5.7,11.82,69,100,0.94,NO,1680959639
392,Ucluelet,48.9329,-125.5528,8.38,92,100,3.13,CA,1680959639
393,Thinadhoo,0.5333,72.9333,28.44,68,81,1.25,MV,1680959640
394,Eluru,16.7,81.1,33.05,49,0,5.57,IN,1680959640
395,Dolinsk,47.35,142.8,-1.05,88,98,2.33,RU,1680959640
396,Kaka,37.3482,59.6143,27.05,17,6,3.97,TM,1680959640
397,Kaduqli,11.0167,29.7167,41.01,5,67,2.62,SD,1680959352
398,Taltal,-25.4,-70.4833,19.77,76,4,1.25,CL,1680959641
399,Astana,51.1801,71.446,2.97,23,0,3.0,KZ,1680959587
400,Sao Miguel Do Araguaia,-13.275,-50.1628,24.85,83,99,1.87,BR,1680959641
401,Nisia Floresta,-6.0911,-35.2086,27.45,65,100,4.2,BR,1680959641
402,Matsumoto,36.2333,137.9667,3.99,58,97,0.89,JP,1680959642
403,Kutoarjo,-7.7169,109.9128,25.53,86,100,0.64,ID,1680959642
404,Fairlie,55.756,-4.8556,15.51,66,100,4.04,GB,1680959643
405,Aras,42.5617,-2.356,22.62,17,0,1.03,ES,1680959643
406,Dwarka,22.2394,68.9678,26.82,62,75,6.1,IN,1680959644
407,Ishigaki,24.3448,124.1572,19.45,59,0,10.39,JP,1680959644
408,Houma,29.5958,-90.7195,19.44,93,100,4.12,US,1680959456
409,Nueva Guinea,11.6876,-84.4562,24.05,74,100,3.98,NI,1680959645
410,Mocuba,-16.8392,36.9856,31.14,55,33,2.02,MZ,1680959646
411,Kudahuvadhoo,2.6708,72.8944,28.58,69,87,2.82,MV,1680959646
412,Sigulda,57.1519,24.8647,17.08,48,59,0.45,LV,1680959646
413,Piranhas,-16.4269,-51.8222,24.38,83,100,1.03,BR,1680959646
414,Saldanha,-33.0117,17.9442,20.03,64,23,8.34,ZA,1680959187
415,Soskovo,52.7475,35.3828,12.89,39,96,3.29,RU,1680959647
416,Skjervoy,70.0311,20.9714,6.0,96,100,5.12,NO,1680959648
417,Abu Samrah,35.3029,37.1841,21.93,20,98,1.01,SY,1680959648
418,Santo Antonio Do Ica,-3.1022,-67.9397,24.21,94,94,1.95,BR,1680959648
419,Brockville,44.5834,-75.6826,1.08,49,1,2.28,CA,1680959649
420,Takapau,-40.0333,176.35,10.41,91,100,0.61,NZ,1680959649
421,Fort Nelson,58.8053,-122.7002,-2.11,98,40,0.72,CA,1680959651
422,Seguela,7.9611,-6.6731,30.6,52,100,1.36,CI,1680959651
423,Mudanya,40.3753,28.8822,14.97,55,84,2.72,TR,1680959652
424,Samarai,-10.6167,150.6667,27.31,80,100,2.77,PG,1680959652
425,Coolum Beach,-26.5333,153.1,18.52,76,3,2.27,AU,1680959652
426,Caravelas,-17.7125,-39.2481,30.03,57,30,2.41,BR,1680959653
427,Luba,3.4568,8.5547,28.99,74,100,3.45,GQ,1680959653
428,Lala,7.9745,123.7458,25.1,77,100,1.91,PH,1680959654
429,Micheweni,-4.9667,39.8333,30.34,64,39,2.84,TZ,1680959654
430,Arlit,18.7369,7.3853,38.62,9,0,5.41,NE,1680959654
431,Ayr,55.4627,-4.6339,15.55,47,20,5.66,GB,1680959654
432,Ambulu,-8.345,113.6058,25.15,85,100,1.01,ID,1680959655
433,Broome,42.2506,-75.833,1.86,73,0,3.09,US,1680959655
434,Staryy Nadym,65.6118,72.6842,-18.98,87,9,5.55,RU,1680959655
435,Vagur,61.4732,-6.8119,7.07,90,100,12.24,FO,1680959656
436,Kayankulam,9.1833,76.5,28.36,74,52,3.13,IN,1680959656
437,Maku,39.2911,44.4521,14.03,22,5,9.49,IR,1680959657
438,Alta Floresta,-9.8756,-56.0861,25.15,85,100,1.39,BR,1680959466
439,Stavyshche,50.4,29.5333,9.39,84,99,2.17,UA,1680959657
440,Chingirlau,51.095,54.0814,9.82,40,23,7.06,KZ,1680959658
441,Bagdarin,54.4333,113.6,-5.78,36,1,2.42,RU,1680959658
442,Chancay,-11.5714,-77.2672,24.63,80,59,2.11,PE,1680959658
443,De Aar,-30.6497,24.0123,26.85,19,3,7.08,ZA,1680959659
444,Manggar,-2.8833,108.2667,26.37,81,100,0.38,ID,1680959659
445,Inyonga,-6.7167,32.0667,24.85,69,32,2.7,TZ,1680959660
446,Sobolevo,54.4299,31.8996,12.19,45,100,2.38,RU,1680959660
447,Rio Gallegos,-51.6226,-69.2181,5.03,56,75,8.23,AR,1680959660
448,Garowe,8.4054,48.4845,33.15,29,10,6.35,SO,1680959661
449,Awjilah,29.1081,21.2869,28.31,21,1,6.04,LY,1680959661
450,La Ronge,55.1001,-105.2842,-5.37,93,31,3.56,CA,1680959661
451,Bonthe,7.5264,-12.505,31.86,59,87,5.35,SL,1680959662
452,Zhenjiang,32.2092,119.4342,12.11,56,2,1.79,CN,1680959662
453,Marquette,46.5333,-87.6335,-1.48,76,12,1.74,US,1680959662
454,Merauke,-8.4667,140.3333,27.42,78,100,3.04,ID,1680959662
455,Andrieseni,47.5333,27.2833,10.67,75,92,1.82,RO,1680959663
456,Marfino,55.7028,37.3822,13.98,40,0,5.0,RU,1680959663
457,Cilegon,-6.0174,106.0538,26.31,80,64,4.24,ID,1680959663
458,Baykit,61.67,96.37,-10.83,97,100,1.62,RU,1680959663
459,Iquique,-20.2208,-70.1431,24.02,72,11,1.17,CL,1680959645
460,Valerianovsk,58.76,59.5522,4.55,70,11,4.95,RU,1680959664
461,Nangong,37.3581,115.3744,15.55,37,17,6.39,CN,1680959664
462,Pangody,65.85,74.4859,-21.92,90,6,5.83,RU,1680959665
463,Sabha,27.0377,14.4283,30.27,11,1,7.35,LY,1680959665
464,Saint-Augustin,51.226,-58.6502,-7.76,51,45,8.36,CA,1680959665
465,Chatham,51.3789,0.5279,14.64,54,100,2.24,GB,1680959665
466,Mandera,3.9366,41.867,34.25,37,36,3.41,KE,1680959666
467,Marovoay,-16.1,46.6333,31.01,60,59,1.72,MG,1680959666
468,Matinhos,-25.8175,-48.5428,22.73,95,100,3.83,BR,1680959666
469,Shieli,44.1667,66.75,21.72,21,10,1.33,KZ,1680959667
470,Kango,0.1943,10.0951,30.61,75,100,1.22,GA,1680959667
471,Yilan,24.757,121.753,19.45,99,100,2.35,TW,1680959668
472,Flinders,-34.5833,150.8552,18.43,60,2,4.02,AU,1680959668
473,Tahe,52.3333,124.7333,0.97,61,99,1.84,CN,1680959668
474,Dakar,14.6937,-17.4441,28.49,78,96,6.96,SN,1680959400
475,Griffith,41.5284,-87.4237,6.93,61,40,5.14,US,1680959658
476,Kromy,52.6876,35.7667,13.23,41,98,2.97,RU,1680959669
477,Saint Anthony,45.0205,-93.218,3.94,82,0,4.12,US,1680959669
478,Carutapera,-1.195,-46.02,26.77,86,96,0.68,BR,1680959670
479,Opuwo,-18.0607,13.84,30.5,29,100,1.47,NA,1680959670
480,Sakakah,29.9697,40.2064,31.31,9,4,3.23,SA,1680959670
481,Port-Cartier,50.0334,-66.8654,-6.25,65,6,6.53,CA,1680959671
482,Tarata,-17.6167,-66.0167,12.6,68,100,2.11,BO,1680959672
483,Matara,5.9485,80.5353,26.17,84,100,3.0,LK,1680959673
484,Saravan,39.7196,45.6483,7.4,55,84,6.18,AM,1680959673
485,Zanjan,36.6736,48.4787,16.93,24,31,14.24,IR,1680959673
486,Lima,-12.0432,-77.0282,24.94,79,20,3.09,PE,1680959216
487,Nome,64.5011,-165.4064,-32.96,75,0,0.0,US,1680959676
488,Monkey Bay,-14.0728,34.9201,26.07,66,67,0.21,MW,1680959676
489,Havelock,34.8791,-76.9013,9.4,92,100,9.77,US,1680959506
490,Euclides Da Cunha,-10.5075,-39.0158,29.64,51,58,3.98,BR,1680959677
491,Huarmey,-10.0681,-78.1522,25.36,80,100,2.76,PE,1680959678
492,Dodge City,37.7528,-100.0171,6.8,41,0,4.12,US,1680959678
493,Tikapur,28.5,81.1333,28.82,11,0,2.54,NP,1680959678
494,Lexington,37.9887,-84.4777,7.0,56,0,7.72,US,1680958949
495,Eyl,7.9803,49.8164,30.03,57,9,6.46,SO,1680959678
496,Syrskoye,52.5744,39.4966,13.88,38,21,3.85,RU,1680959679
497,Bekovo,52.4663,43.712,11.3,39,63,4.6,RU,1680959679
498,Gornopravdinsk,60.05,69.9,1.48,91,100,4.86,RU,1680959679
499,Treinta Y Tres,-33.2333,-54.3833,19.64,69,0,1.94,UY,1680959679
500,Diamantino,-14.4086,-56.4461,24.26,88,100,2.0,BR,1680959679
501,Rajsamand,25.0667,73.8833,32.73,13,75,2.24,IN,1680959679
502,Mikhaylovskoye,51.8239,79.7172,-1.14,31,0,3.2,RU,1680959680
503,Oranjemund,-28.55,16.4333,17.67,61,1,10.76,NA,1680959680
504,Dezful,32.3811,48.4058,31.14,13,0,6.68,IR,1680959680
505,Antofagasta,-23.65,-70.4,21.6,77,27,0.93,CL,1680959680
506,Acari,-15.4311,-74.6158,24.36,74,8,1.35,PE,1680959680
507,Dukat,62.55,155.55,-21.64,99,6,1.21,RU,1680959680
508,Rudsar,37.1376,50.288,22.33,52,93,3.77,IR,1680959681
509,Ust-Maya,60.4167,134.5333,-2.44,80,100,6.07,RU,1680959681
510,Tiarei,-17.5333,-149.3333,26.01,77,22,10.19,PF,1680959681
511,Westport,41.1415,-73.3579,6.12,47,0,3.09,US,1680959597
512,Eureka,40.8021,-124.1637,8.19,96,100,0.45,US,1680959681
513,Beni Mazar,28.4962,30.8029,38.23,5,100,4.57,EG,1680959681
514,Norman Wells,65.282,-126.8329,-15.75,99,90,0.78,CA,1680959681
515,Vardo,70.3705,31.1107,1.99,93,75,10.29,NO,1680959682
516,Nata,8.3333,-80.5167,27.14,66,15,4.78,PA,1680959682
517,Naze,28.3667,129.4833,14.18,57,2,8.96,JP,1680959682
518,Opunake,-39.4556,173.8583,15.06,77,99,2.3,NZ,1680959682
519,Haines Junction,60.7522,-137.5108,-9.76,96,100,1.16,CA,1680959683
520,Richmond,37.5538,-77.4603,9.07,71,75,6.17,US,1680958923
521,Port-Gentil,-0.7193,8.7815,31.98,70,40,7.2,GA,1680959683
522,Orlik,52.5178,99.825,-3.3,89,100,0.99,RU,1680959683
523,Zima,53.9202,102.0442,-4.17,68,100,1.11,RU,1680959683
524,Murgab,37.4966,61.9714,29.15,17,0,5.82,TM,1680959683
525,Guerrero Negro,27.9769,-114.0611,12.5,86,22,4.88,MX,1680959684
526,Mount Gambier,-37.8333,140.7667,11.85,67,100,4.85,AU,1680959684
527,Kysyl-Syr,63.8986,122.7617,-16.83,97,99,1.83,RU,1680959684
528,Severobaykalsk,55.65,109.3167,-13.2,80,9,3.49,RU,1680959684
529,Orange Park,30.1661,-81.7065,24.45,85,75,3.09,US,1680959684
530,Kirakira,-10.4544,161.9205,27.05,84,7,2.23,SB,1680959684
531,Kupang,-10.1667,123.5833,24.32,100,100,1.03,ID,1680959486
532,Pietersburg,-23.9045,29.4688,29.58,18,3,0.5,ZA,1680959681
533,Wajir,1.7471,40.0573,35.02,33,30,5.01,KE,1680959685
534,Krasnoselkup,65.7,82.4667,-23.56,87,10,9.66,RU,1680959685
535,Faanui,-16.4833,-151.75,28.55,73,26,10.46,PF,1680959685
536,Gualaquiza,-3.4,-78.55,18.18,98,100,0.3,EC,1680959685
537,Conceicao Do Araguaia,-8.2578,-49.2647,26.28,80,93,2.15,BR,1680959685
538,Port Lincoln,-34.7333,135.8667,16.73,59,77,5.34,AU,1680959686
539,Marawi,7.9986,124.2928,20.5,91,100,1.09,PH,1680959686
540,Clarksburg,39.2807,-80.3445,6.25,55,0,3.6,US,1680959686
541,Bubaque,11.2833,-15.8333,26.43,52,46,3.09,GW,1680959686
542,Tomaszow Lubelski,50.4477,23.4162,9.99,60,100,5.02,PL,1680959686
543,Pangnirtung,66.1451,-65.7125,-22.34,88,40,0.9,CA,1680959686
544,Santa Cruz Do Sul,-29.7175,-52.4258,19.41,88,100,0.89,BR,1680959473
545,Quatre Cocos,-20.2078,57.7625,27.83,77,47,3.72,MU,1680959686
546,Half Moon Bay,37.4636,-122.4286,11.45,90,100,0.0,US,1680959685
547,Phangnga,8.4509,98.5298,29.02,79,14,0.53,TH,1680959687
548,Buala,-8.145,159.5921,26.94,81,100,1.02,SB,1680959687
549,Coaldale,49.7167,-112.6185,5.08,64,46,8.89,CA,1680959687
550,Manhuacu,-20.2581,-42.0336,25.73,70,79,1.37,BR,1680959687
551,Puerto Rondon,6.2805,-71.1,24.92,69,100,1.36,CO,1680959687
